Full_ID,Gene,ENSG_ID
ZNF549_ENSG00000121406,ZNF549,ENSG00000121406
A1BG_ENSG00000121410,A1BG,ENSG00000121410
ZSCAN18_ENSG00000121413,ZSCAN18,ENSG00000121413
ZNF211_ENSG00000121417,ZNF211,ENSG00000121417
PDZRN3_ENSG00000121440,PDZRN3,ENSG00000121440
RGSL1_ENSG00000121446,RGSL1,ENSG00000121446
LHX4_ENSG00000121454,LHX4,ENSG00000121454
RNF2_ENSG00000121481,RNF2,ENSG00000121481
TRMT1L_ENSG00000121486,TRMT1L,ENSG00000121486
SEC22A_ENSG00000121542,SEC22A,ENSG00000121542
CSTA_ENSG00000121552,CSTA,ENSG00000121552
DPPA4_ENSG00000121570,DPPA4,ENSG00000121570
POPDC2_ENSG00000121577,POPDC2,ENSG00000121577
B4GALT4_ENSG00000121578,B4GALT4,ENSG00000121578
NAA50_ENSG00000121579,NAA50,ENSG00000121579
CD80_ENSG00000121594,CD80,ENSG00000121594
KIF18A_ENSG00000121621,KIF18A,ENSG00000121621
GJA8_ENSG00000121634,GJA8,ENSG00000121634
DESI2_ENSG00000121644,DESI2,ENSG00000121644
MAPK8IP1_ENSG00000121653,MAPK8IP1,ENSG00000121653
CRY2_ENSG00000121671,CRY2,ENSG00000121671
PEX16_ENSG00000121680,PEX16,ENSG00000121680
DEPDC7_ENSG00000121690,DEPDC7,ENSG00000121690
CAT_ENSG00000121691,CAT,ENSG00000121691
PILRB_ENSG00000121716,PILRB,ENSG00000121716
ZMYM2_ENSG00000121741,ZMYM2,ENSG00000121741
GJB6_ENSG00000121742,GJB6,ENSG00000121742
GJA3_ENSG00000121743,GJA3,ENSG00000121743
TBC1D15_ENSG00000121749,TBC1D15,ENSG00000121749
ADGRB2_ENSG00000121753,ADGRB2,ENSG00000121753
HCRTR1_ENSG00000121764,HCRTR1,ENSG00000121764
ZCCHC17_ENSG00000121766,ZCCHC17,ENSG00000121766
FABP3_ENSG00000121769,FABP3,ENSG00000121769
KHDRBS1_ENSG00000121774,KHDRBS1,ENSG00000121774
TMEM39B_ENSG00000121775,TMEM39B,ENSG00000121775
CCRL2_ENSG00000121797,CCRL2,ENSG00000121797
CCR2_ENSG00000121807,CCR2,ENSG00000121807
POLR3GL_ENSG00000121851,POLR3GL,ENSG00000121851
GHSR_ENSG00000121853,GHSR,ENSG00000121853
TNFSF10_ENSG00000121858,TNFSF10,ENSG00000121858
ZNF639_ENSG00000121864,ZNF639,ENSG00000121864
SLITRK3_ENSG00000121871,SLITRK3,ENSG00000121871
PIK3CA_ENSG00000121879,PIK3CA,ENSG00000121879
PDS5A_ENSG00000121892,PDS5A,ENSG00000121892
TMEM156_ENSG00000121895,TMEM156,ENSG00000121895
LIAS_ENSG00000121897,LIAS,ENSG00000121897
CPXM2_ENSG00000121898,CPXM2,ENSG00000121898
TMEM54_ENSG00000121900,TMEM54,ENSG00000121900
ZSCAN20_ENSG00000121903,ZSCAN20,ENSG00000121903
CSMD2_ENSG00000121904,CSMD2,ENSG00000121904
HPCA_ENSG00000121905,HPCA,ENSG00000121905
LRIF1_ENSG00000121931,LRIF1,ENSG00000121931
TMIGD3_ENSG00000121933,TMIGD3,ENSG00000121933
CLCC1_ENSG00000121940,CLCC1,ENSG00000121940
GPSM2_ENSG00000121957,GPSM2,ENSG00000121957
GTDC1_ENSG00000121964,GTDC1,ENSG00000121964
CXCR4_ENSG00000121966,CXCR4,ENSG00000121966
ZRANB3_ENSG00000121988,ZRANB3,ENSG00000121988
ACVR2A_ENSG00000121989,ACVR2A,ENSG00000121989
POLK_ENSG00000122008,POLK,ENSG00000122008
SV2C_ENSG00000122012,SV2C,ENSG00000122012
FLT3_ENSG00000122025,FLT3,ENSG00000122025
RPL21_ENSG00000122026,RPL21,ENSG00000122026
MTIF3_ENSG00000122033,MTIF3,ENSG00000122033
GTF3A_ENSG00000122034,GTF3A,ENSG00000122034
RASL11A_ENSG00000122035,RASL11A,ENSG00000122035
UBL3_ENSG00000122042,UBL3,ENSG00000122042
LINC00544_ENSG00000122043,LINC00544,ENSG00000122043
FYTTD1_ENSG00000122068,FYTTD1,ENSG00000122068
MTERF4_ENSG00000122085,MTERF4,ENSG00000122085
XPNPEP2_ENSG00000122121,XPNPEP2,ENSG00000122121
SASH3_ENSG00000122122,SASH3,ENSG00000122122
OCRL_ENSG00000122126,OCRL,ENSG00000122126
OBP2A_ENSG00000122136,OBP2A,ENSG00000122136
MRPS2_ENSG00000122140,MRPS2,ENSG00000122140
TBX22_ENSG00000122145,TBX22,ENSG00000122145
FMOD_ENSG00000122176,FMOD,ENSG00000122176
MYOG_ENSG00000122180,MYOG,ENSG00000122180
LAX1_ENSG00000122188,LAX1,ENSG00000122188
PLG_ENSG00000122194,PLG,ENSG00000122194
KIAA1191_ENSG00000122203,KIAA1191,ENSG00000122203
COPA_ENSG00000122218,COPA,ENSG00000122218
CD244_ENSG00000122223,CD244,ENSG00000122223
LY9_ENSG00000122224,LY9,ENSG00000122224
HS3ST2_ENSG00000122254,HS3ST2,ENSG00000122254
RBBP6_ENSG00000122257,RBBP6,ENSG00000122257
ZC3H7A_ENSG00000122299,ZC3H7A,ENSG00000122299
PRM2_ENSG00000122304,PRM2,ENSG00000122304
SERAC1_ENSG00000122335,SERAC1,ENSG00000122335
ANXA11_ENSG00000122359,ANXA11,ENSG00000122359
LDB3_ENSG00000122367,LDB3,ENSG00000122367
OPN4_ENSG00000122375,OPN4,ENSG00000122375
FAM35A_ENSG00000122376,FAM35A,ENSG00000122376
FAM213A_ENSG00000122378,FAM213A,ENSG00000122378
ZNF205_ENSG00000122386,ZNF205,ENSG00000122386
NAA60_ENSG00000122390,NAA60,ENSG00000122390
RPL5_ENSG00000122406,RPL5,ENSG00000122406
ODF2L_ENSG00000122417,ODF2L,ENSG00000122417
PTGFR_ENSG00000122420,PTGFR,ENSG00000122420
TRMT13_ENSG00000122435,TRMT13,ENSG00000122435
LRRC39_ENSG00000122477,LRRC39,ENSG00000122477
RWDD3_ENSG00000122481,RWDD3,ENSG00000122481
ZNF644_ENSG00000122482,ZNF644,ENSG00000122482
CCDC18_ENSG00000122483,CCDC18,ENSG00000122483
RPAP2_ENSG00000122484,RPAP2,ENSG00000122484
PQLC1_ENSG00000122490,PQLC1,ENSG00000122490
BBS9_ENSG00000122507,BBS9,ENSG00000122507
PMS2_ENSG00000122512,PMS2,ENSG00000122512
ZMIZ2_ENSG00000122515,ZMIZ2,ENSG00000122515
OCM_ENSG00000122543,OCM,ENSG00000122543
SEPT7_ENSG00000122545,SEPT7,ENSG00000122545
EEPD1_ENSG00000122547,EEPD1,ENSG00000122547
KIAA0087_ENSG00000122548,KIAA0087,ENSG00000122548
KLHL7_ENSG00000122550,KLHL7,ENSG00000122550
HERPUD2_ENSG00000122557,HERPUD2,ENSG00000122557
CBX3_ENSG00000122565,CBX3,ENSG00000122565
HNRNPA2B1_ENSG00000122566,HNRNPA2B1,ENSG00000122566
WIPF3_ENSG00000122574,WIPF3,ENSG00000122574
NXPH1_ENSG00000122584,NXPH1,ENSG00000122584
NPY_ENSG00000122585,NPY,ENSG00000122585
FAM126A_ENSG00000122591,FAM126A,ENSG00000122591
HOXA7_ENSG00000122592,HOXA7,ENSG00000122592
INHBA_ENSG00000122641,INHBA,ENSG00000122641
FKBP9_ENSG00000122642,FKBP9,ENSG00000122642
NT5C3A_ENSG00000122643,NT5C3A,ENSG00000122643
ARL4A_ENSG00000122644,ARL4A,ENSG00000122644
CCZ1_ENSG00000122674,CCZ1,ENSG00000122674
POLM_ENSG00000122678,POLM,ENSG00000122678
RAMP3_ENSG00000122679,RAMP3,ENSG00000122679
FTSJ2_ENSG00000122687,FTSJ2,ENSG00000122687
TWIST1_ENSG00000122691,TWIST1,ENSG00000122691
SMU1_ENSG00000122692,SMU1,ENSG00000122692
GLIPR2_ENSG00000122694,GLIPR2,ENSG00000122694
SLC25A51_ENSG00000122696,SLC25A51,ENSG00000122696
CLTA_ENSG00000122705,CLTA,ENSG00000122705
RECK_ENSG00000122707,RECK,ENSG00000122707
SPINK4_ENSG00000122711,SPINK4,ENSG00000122711
TAF1L_ENSG00000122728,TAF1L,ENSG00000122728
ACO1_ENSG00000122729,ACO1,ENSG00000122729
PHF24_ENSG00000122733,PHF24,ENSG00000122733
DNAI1_ENSG00000122735,DNAI1,ENSG00000122735
DCAF10_ENSG00000122741,DCAF10,ENSG00000122741
CNTFR_ENSG00000122756,CNTFR,ENSG00000122756
KIAA1549_ENSG00000122778,KIAA1549,ENSG00000122778
TRIM24_ENSG00000122779,TRIM24,ENSG00000122779
C7orf49_ENSG00000122783,C7orf49,ENSG00000122783
CALD1_ENSG00000122786,CALD1,ENSG00000122786
AKR1D1_ENSG00000122787,AKR1D1,ENSG00000122787
NUDT10_ENSG00000122824,NUDT10,ENSG00000122824
SFTPA1_ENSG00000122852,SFTPA1,ENSG00000122852
NEUROG3_ENSG00000122859,NEUROG3,ENSG00000122859
PLAU_ENSG00000122861,PLAU,ENSG00000122861
SRGN_ENSG00000122862,SRGN,ENSG00000122862
CHST3_ENSG00000122863,CHST3,ENSG00000122863
BICC1_ENSG00000122870,BICC1,ENSG00000122870
CISD1_ENSG00000122873,CISD1,ENSG00000122873
EGR2_ENSG00000122877,EGR2,ENSG00000122877
ECD_ENSG00000122882,ECD,ENSG00000122882
P4HA1_ENSG00000122884,P4HA1,ENSG00000122884
SLC25A16_ENSG00000122912,SLC25A16,ENSG00000122912
ZWINT_ENSG00000122952,ZWINT,ENSG00000122952
VPS26A_ENSG00000122958,VPS26A,ENSG00000122958
RBM19_ENSG00000122965,RBM19,ENSG00000122965
CIT_ENSG00000122966,CIT,ENSG00000122966
IFT81_ENSG00000122970,IFT81,ENSG00000122970
ACADS_ENSG00000122971,ACADS,ENSG00000122971
HVCN1_ENSG00000122986,HVCN1,ENSG00000122986
DDX54_ENSG00000123064,DDX54,ENSG00000123064
MED13L_ENSG00000123066,MED13L,ENSG00000123066
CDKN2C_ENSG00000123080,CDKN2C,ENSG00000123080
RNF11_ENSG00000123091,RNF11,ENSG00000123091
RASSF8_ENSG00000123094,RASSF8,ENSG00000123094
BHLHE41_ENSG00000123095,BHLHE41,ENSG00000123095
SSPN_ENSG00000123096,SSPN,ENSG00000123096
ITPR2_ENSG00000123104,ITPR2,ENSG00000123104
CCDC91_ENSG00000123106,CCDC91,ENSG00000123106
NECAB1_ENSG00000123119,NECAB1,ENSG00000123119
WWP1_ENSG00000123124,WWP1,ENSG00000123124
ACOT9_ENSG00000123130,ACOT9,ENSG00000123130
PRDX4_ENSG00000123131,PRDX4,ENSG00000123131
DDX39A_ENSG00000123136,DDX39A,ENSG00000123136
PKN1_ENSG00000123143,PKN1,ENSG00000123143
C19orf43_ENSG00000123144,C19orf43,ENSG00000123144
ADGRE5_ENSG00000123146,ADGRE5,ENSG00000123146
WDR83_ENSG00000123154,WDR83,ENSG00000123154
GIPC1_ENSG00000123159,GIPC1,ENSG00000123159
ACTRT1_ENSG00000123165,ACTRT1,ENSG00000123165
CCDC70_ENSG00000123171,CCDC70,ENSG00000123171
SPRYD7_ENSG00000123178,SPRYD7,ENSG00000123178
EBPL_ENSG00000123179,EBPL,ENSG00000123179
ATP7B_ENSG00000123191,ATP7B,ENSG00000123191
ZC3H13_ENSG00000123200,ZC3H13,ENSG00000123200
NLN_ENSG00000123213,NLN,ENSG00000123213
CENPK_ENSG00000123219,CENPK,ENSG00000123219
OPTN_ENSG00000123240,OPTN,ENSG00000123240
ITIH5_ENSG00000123243,ITIH5,ENSG00000123243
ATF1_ENSG00000123268,ATF1,ENSG00000123268
TSFM_ENSG00000123297,TSFM,ENSG00000123297
NEUROD4_ENSG00000123307,NEUROD4,ENSG00000123307
ARHGAP9_ENSG00000123329,ARHGAP9,ENSG00000123329
NCKAP1L_ENSG00000123338,NCKAP1L,ENSG00000123338
MMP19_ENSG00000123342,MMP19,ENSG00000123342
PFDN5_ENSG00000123349,PFDN5,ENSG00000123349
SPATS2_ENSG00000123352,SPATS2,ENSG00000123352
ORMDL2_ENSG00000123353,ORMDL2,ENSG00000123353
NR4A1_ENSG00000123358,NR4A1,ENSG00000123358
PDE1B_ENSG00000123360,PDE1B,ENSG00000123360
HOXC13_ENSG00000123364,HOXC13,ENSG00000123364
CDK2_ENSG00000123374,CDK2,ENSG00000123374
LRP1_ENSG00000123384,LRP1,ENSG00000123384
HOXC11_ENSG00000123388,HOXC11,ENSG00000123388
ATG101_ENSG00000123395,ATG101,ENSG00000123395
NFE2_ENSG00000123405,NFE2,ENSG00000123405
HOXC12_ENSG00000123407,HOXC12,ENSG00000123407
IKZF4_ENSG00000123411,IKZF4,ENSG00000123411
SMUG1_ENSG00000123415,SMUG1,ENSG00000123415
TUBA1B_ENSG00000123416,TUBA1B,ENSG00000123416
METTL21B_ENSG00000123427,METTL21B,ENSG00000123427
KBTBD4_ENSG00000123444,KBTBD4,ENSG00000123444
SARDH_ENSG00000123453,SARDH,ENSG00000123453
DBH_ENSG00000123454,DBH,ENSG00000123454
ATPAF1_ENSG00000123472,ATPAF1,ENSG00000123472
STIL_ENSG00000123473,STIL,ENSG00000123473
HJURP_ENSG00000123485,HJURP,ENSG00000123485
IL13RA2_ENSG00000123496,IL13RA2,ENSG00000123496
COL10A1_ENSG00000123500,COL10A1,ENSG00000123500
AMD1_ENSG00000123505,AMD1,ENSG00000123505
NDUFAF4_ENSG00000123545,NDUFAF4,ENSG00000123545
USP45_ENSG00000123552,USP45,ENSG00000123552
PLP1_ENSG00000123560,PLP1,ENSG00000123560
SERPINA7_ENSG00000123561,SERPINA7,ENSG00000123561
MORF4L2_ENSG00000123562,MORF4L2,ENSG00000123562
RAB9B_ENSG00000123570,RAB9B,ENSG00000123570
NRK_ENSG00000123572,NRK,ENSG00000123572
FAM199X_ENSG00000123575,FAM199X,ENSG00000123575
ESX1_ENSG00000123576,ESX1,ENSG00000123576
ATXN3L_ENSG00000123594,ATXN3L,ENSG00000123594
RAB9A_ENSG00000123595,RAB9A,ENSG00000123595
METTL8_ENSG00000123600,METTL8,ENSG00000123600
TTC21B_ENSG00000123607,TTC21B,ENSG00000123607
NMI_ENSG00000123609,NMI,ENSG00000123609
TNFAIP6_ENSG00000123610,TNFAIP6,ENSG00000123610
ACVR1C_ENSG00000123612,ACVR1C,ENSG00000123612
BAZ2B_ENSG00000123636,BAZ2B,ENSG00000123636
SLC36A1_ENSG00000123643,SLC36A1,ENSG00000123643
LPGAT1_ENSG00000123684,LPGAT1,ENSG00000123684
BATF3_ENSG00000123685,BATF3,ENSG00000123685
G0S2_ENSG00000123689,G0S2,ENSG00000123689
KCNJ2_ENSG00000123700,KCNJ2,ENSG00000123700
RAP2C_ENSG00000123728,RAP2C,ENSG00000123728
EXOSC9_ENSG00000123737,EXOSC9,ENSG00000123737
PLA2G12A_ENSG00000123739,PLA2G12A,ENSG00000123739
B9D2_ENSG00000123810,B9D2,ENSG00000123810
ADCK4_ENSG00000123815,ADCK4,ENSG00000123815
PFKFB2_ENSG00000123836,PFKFB2,ENSG00000123836
C4BPA_ENSG00000123838,C4BPA,ENSG00000123838
C4BPB_ENSG00000123843,C4BPB,ENSG00000123843
RAB38_ENSG00000123892,RAB38,ENSG00000123892
GPR83_ENSG00000123901,GPR83,ENSG00000123901
AGO2_ENSG00000123908,AGO2,ENSG00000123908
MXD4_ENSG00000123933,MXD4,ENSG00000123933
CKS2_ENSG00000123975,CKS2,ENSG00000123975
DAW1_ENSG00000123977,DAW1,ENSG00000123977
ACSL3_ENSG00000123983,ACSL3,ENSG00000123983
CHPF_ENSG00000123989,CHPF,ENSG00000123989
DNPEP_ENSG00000123992,DNPEP,ENSG00000123992
INHA_ENSG00000123999,INHA,ENSG00000123999
MOGAT1_ENSG00000124003,MOGAT1,ENSG00000124003
OBSL1_ENSG00000124006,OBSL1,ENSG00000124006
FAM124B_ENSG00000124019,FAM124B,ENSG00000124019
SLC12A4_ENSG00000124067,SLC12A4,ENSG00000124067
ENKD1_ENSG00000124074,ENKD1,ENSG00000124074
MC3R_ENSG00000124089,MC3R,ENSG00000124089
GCNT7_ENSG00000124091,GCNT7,ENSG00000124091
CTCFL_ENSG00000124092,CTCFL,ENSG00000124092
FAM210B_ENSG00000124098,FAM210B,ENSG00000124098
PI3_ENSG00000124102,PI3,ENSG00000124102
FAM209A_ENSG00000124103,FAM209A,ENSG00000124103
SNX21_ENSG00000124104,SNX21,ENSG00000124104
SLPI_ENSG00000124107,SLPI,ENSG00000124107
WFDC3_ENSG00000124116,WFDC3,ENSG00000124116
TTPAL_ENSG00000124120,TTPAL,ENSG00000124120
PREX1_ENSG00000124126,PREX1,ENSG00000124126
KCNS1_ENSG00000124134,KCNS1,ENSG00000124134
SLC12A5_ENSG00000124140,SLC12A5,ENSG00000124140
ARHGAP40_ENSG00000124143,ARHGAP40,ENSG00000124143
SDC4_ENSG00000124145,SDC4,ENSG00000124145
NCOA3_ENSG00000124151,NCOA3,ENSG00000124151
PIGT_ENSG00000124155,PIGT,ENSG00000124155
SEMG2_ENSG00000124157,SEMG2,ENSG00000124157
MATN4_ENSG00000124159,MATN4,ENSG00000124159
NCOA5_ENSG00000124160,NCOA5,ENSG00000124160
VAPB_ENSG00000124164,VAPB,ENSG00000124164
PARD6B_ENSG00000124171,PARD6B,ENSG00000124171
ATP5E_ENSG00000124172,ATP5E,ENSG00000124172
CHD6_ENSG00000124177,CHD6,ENSG00000124177
PLCG1_ENSG00000124181,PLCG1,ENSG00000124181
TOX2_ENSG00000124191,TOX2,ENSG00000124191
SRSF6_ENSG00000124193,SRSF6,ENSG00000124193
GDAP1L1_ENSG00000124194,GDAP1L1,ENSG00000124194
GTSF1L_ENSG00000124196,GTSF1L,ENSG00000124196
ARFGEF2_ENSG00000124198,ARFGEF2,ENSG00000124198
ZNFX1_ENSG00000124201,ZNFX1,ENSG00000124201
ZNF831_ENSG00000124203,ZNF831,ENSG00000124203
EDN3_ENSG00000124205,EDN3,ENSG00000124205
CSE1L_ENSG00000124207,CSE1L,ENSG00000124207
RAB22A_ENSG00000124209,RAB22A,ENSG00000124209
PTGIS_ENSG00000124212,PTGIS,ENSG00000124212
STAU1_ENSG00000124214,STAU1,ENSG00000124214
CDH26_ENSG00000124215,CDH26,ENSG00000124215
SNAI1_ENSG00000124216,SNAI1,ENSG00000124216
MOCS3_ENSG00000124217,MOCS3,ENSG00000124217
STX16_ENSG00000124222,STX16,ENSG00000124222
PMEPA1_ENSG00000124225,PMEPA1,ENSG00000124225
RNF114_ENSG00000124226,RNF114,ENSG00000124226
ANKRD60_ENSG00000124227,ANKRD60,ENSG00000124227
DDX27_ENSG00000124228,DDX27,ENSG00000124228
RBPJL_ENSG00000124232,RBPJL,ENSG00000124232
C20orf85_ENSG00000124237,C20orf85,ENSG00000124237
BCAS4_ENSG00000124243,BCAS4,ENSG00000124243
KCNK15_ENSG00000124249,KCNK15,ENSG00000124249
TP53TG5_ENSG00000124251,TP53TG5,ENSG00000124251
PCK1_ENSG00000124253,PCK1,ENSG00000124253
ZBP1_ENSG00000124256,ZBP1,ENSG00000124256
NEURL2_ENSG00000124257,NEURL2,ENSG00000124257
MAGEA10_ENSG00000124260,MAGEA10,ENSG00000124260
MTRR_ENSG00000124275,MTRR,ENSG00000124275
FASTKD3_ENSG00000124279,FASTKD3,ENSG00000124279
PEPD_ENSG00000124299,PEPD,ENSG00000124299
CHST8_ENSG00000124302,CHST8,ENSG00000124302
IQSEC2_ENSG00000124313,IQSEC2,ENSG00000124313
VAMP7_ENSG00000124333,VAMP7,ENSG00000124333
IL9R_ENSG00000124334,IL9R,ENSG00000124334
XG_ENSG00000124343,XG,ENSG00000124343
STAMBP_ENSG00000124356,STAMBP,ENSG00000124356
NAGK_ENSG00000124357,NAGK,ENSG00000124357
MCEE_ENSG00000124370,MCEE,ENSG00000124370
PAIP2B_ENSG00000124374,PAIP2B,ENSG00000124374
SNRNP27_ENSG00000124380,SNRNP27,ENSG00000124380
MPHOSPH10_ENSG00000124383,MPHOSPH10,ENSG00000124383
IL17C_ENSG00000124391,IL17C,ENSG00000124391
ATP8A1_ENSG00000124406,ATP8A1,ENSG00000124406
USP22_ENSG00000124422,USP22,ENSG00000124422
POF1B_ENSG00000124429,POF1B,ENSG00000124429
HIF3A_ENSG00000124440,HIF3A,ENSG00000124440
ZNF576_ENSG00000124444,ZNF576,ENSG00000124444
IRGC_ENSG00000124449,IRGC,ENSG00000124449
ZNF45_ENSG00000124459,ZNF45,ENSG00000124459
LYPD3_ENSG00000124466,LYPD3,ENSG00000124466
PSG8_ENSG00000124467,PSG8,ENSG00000124467
CEACAM8_ENSG00000124469,CEACAM8,ENSG00000124469
NDP_ENSG00000124479,NDP,ENSG00000124479
USP9X_ENSG00000124486,USP9X,ENSG00000124486
CRISP2_ENSG00000124490,CRISP2,ENSG00000124490
F13A1_ENSG00000124491,F13A1,ENSG00000124491
GRM4_ENSG00000124493,GRM4,ENSG00000124493
TRERF1_ENSG00000124496,TRERF1,ENSG00000124496
PACSIN1_ENSG00000124507,PACSIN1,ENSG00000124507
BTN2A2_ENSG00000124508,BTN2A2,ENSG00000124508
SIRT5_ENSG00000124523,SIRT5,ENSG00000124523
MRS2_ENSG00000124532,MRS2,ENSG00000124532
WRNIP1_ENSG00000124535,WRNIP1,ENSG00000124535
RRP36_ENSG00000124541,RRP36,ENSG00000124541
BTN1A1_ENSG00000124557,BTN1A1,ENSG00000124557
SNRPC_ENSG00000124562,SNRPC,ENSG00000124562
SLC17A3_ENSG00000124564,SLC17A3,ENSG00000124564
SLC17A1_ENSG00000124568,SLC17A1,ENSG00000124568
SERPINB6_ENSG00000124570,SERPINB6,ENSG00000124570
XPO5_ENSG00000124571,XPO5,ENSG00000124571
ABCC10_ENSG00000124574,ABCC10,ENSG00000124574
HIST1H1D_ENSG00000124575,HIST1H1D,ENSG00000124575
PEX6_ENSG00000124587,PEX6,ENSG00000124587
NQO2_ENSG00000124588,NQO2,ENSG00000124588
PRICKLE4_ENSG00000124593,PRICKLE4,ENSG00000124593
OARD1_ENSG00000124596,OARD1,ENSG00000124596
UNC5CL_ENSG00000124602,UNC5CL,ENSG00000124602
AARS2_ENSG00000124608,AARS2,ENSG00000124608
HIST1H1A_ENSG00000124610,HIST1H1A,ENSG00000124610
ZNF391_ENSG00000124613,ZNF391,ENSG00000124613
RPS10_ENSG00000124614,RPS10,ENSG00000124614
MOCS1_ENSG00000124615,MOCS1,ENSG00000124615
HIST1H2BJ_ENSG00000124635,HIST1H2BJ,ENSG00000124635
MED20_ENSG00000124641,MED20,ENSG00000124641
OR2B6_ENSG00000124657,OR2B6,ENSG00000124657
TBCC_ENSG00000124659,TBCC,ENSG00000124659
SPDEF_ENSG00000124664,SPDEF,ENSG00000124664
TCP11_ENSG00000124678,TCP11,ENSG00000124678
MAD2L1BP_ENSG00000124688,MAD2L1BP,ENSG00000124688
APOBEC2_ENSG00000124701,APOBEC2,ENSG00000124701
KLHDC3_ENSG00000124702,KLHDC3,ENSG00000124702
GNMT_ENSG00000124713,GNMT,ENSG00000124713
DNAH8_ENSG00000124721,DNAH8,ENSG00000124721
TREM1_ENSG00000124731,TREM1,ENSG00000124731
MEA1_ENSG00000124733,MEA1,ENSG00000124733
KLHL31_ENSG00000124743,KLHL31,ENSG00000124743
COL21A1_ENSG00000124749,COL21A1,ENSG00000124749
CDKN1A_ENSG00000124762,CDKN1A,ENSG00000124762
SOX4_ENSG00000124766,SOX4,ENSG00000124766
GLO1_ENSG00000124767,GLO1,ENSG00000124767
CPNE5_ENSG00000124772,CPNE5,ENSG00000124772
KCNK17_ENSG00000124780,KCNK17,ENSG00000124780
RREB1_ENSG00000124782,RREB1,ENSG00000124782
SSR1_ENSG00000124783,SSR1,ENSG00000124783
RIOK1_ENSG00000124784,RIOK1,ENSG00000124784
NRN1_ENSG00000124785,NRN1,ENSG00000124785
SLC35B3_ENSG00000124786,SLC35B3,ENSG00000124786
RPP40_ENSG00000124787,RPP40,ENSG00000124787
ATXN1_ENSG00000124788,ATXN1,ENSG00000124788
NUP153_ENSG00000124789,NUP153,ENSG00000124789
DEK_ENSG00000124795,DEK,ENSG00000124795
EEF1E1_ENSG00000124802,EEF1E1,ENSG00000124802
CRISP1_ENSG00000124812,CRISP1,ENSG00000124812
RUNX2_ENSG00000124813,RUNX2,ENSG00000124813
OPN5_ENSG00000124818,OPN5,ENSG00000124818
GCM2_ENSG00000124827,GCM2,ENSG00000124827
LRRFIP1_ENSG00000124831,LRRFIP1,ENSG00000124831
AC105760.3_ENSG00000124835,AC105760.3,ENSG00000124835
RAB17_ENSG00000124839,RAB17,ENSG00000124839
CXCL6_ENSG00000124875,CXCL6,ENSG00000124875
EREG_ENSG00000124882,EREG,ENSG00000124882
TRIM51_ENSG00000124900,TRIM51,ENSG00000124900
DKFZP434K028_ENSG00000124915,DKFZP434K028,ENSG00000124915
MYRF_ENSG00000124920,MYRF,ENSG00000124920
SCGB1D2_ENSG00000124935,SCGB1D2,ENSG00000124935
SCGB2A1_ENSG00000124939,SCGB2A1,ENSG00000124939
AHNAK_ENSG00000124942,AHNAK,ENSG00000124942
EMC3_ENSG00000125037,EMC3,ENSG00000125037
SSUH2_ENSG00000125046,SSUH2,ENSG00000125046
WNT1_ENSG00000125084,WNT1,ENSG00000125084
SH3TC1_ENSG00000125089,SH3TC1,ENSG00000125089
CNOT1_ENSG00000125107,CNOT1,ENSG00000125107
LRRC29_ENSG00000125122,LRRC29,ENSG00000125122
BBS2_ENSG00000125124,BBS2,ENSG00000125124
MT1G_ENSG00000125144,MT1G,ENSG00000125144
MT2A_ENSG00000125148,MT2A,ENSG00000125148
C16orf70_ENSG00000125149,C16orf70,ENSG00000125149
GOT2_ENSG00000125166,GOT2,ENSG00000125166
DOK4_ENSG00000125170,DOK4,ENSG00000125170
PIWIL1_ENSG00000125207,PIWIL1,ENSG00000125207
GPR18_ENSG00000125245,GPR18,ENSG00000125245
CLYBL_ENSG00000125246,CLYBL,ENSG00000125246
TMTC4_ENSG00000125247,TMTC4,ENSG00000125247
RAP2A_ENSG00000125249,RAP2A,ENSG00000125249
SLC10A2_ENSG00000125255,SLC10A2,ENSG00000125255
ABCC4_ENSG00000125257,ABCC4,ENSG00000125257
EFNB2_ENSG00000125266,EFNB2,ENSG00000125266
SOX21_ENSG00000125285,SOX21,ENSG00000125285
TM9SF2_ENSG00000125304,TM9SF2,ENSG00000125304
C17orf53_ENSG00000125319,C17orf53,ENSG00000125319
KIF25_ENSG00000125337,KIF25,ENSG00000125337
IRF1_ENSG00000125347,IRF1,ENSG00000125347
UPF3B_ENSG00000125351,UPF3B,ENSG00000125351
RNF113A_ENSG00000125352,RNF113A,ENSG00000125352
SEPT6_ENSG00000125354,SEPT6,ENSG00000125354
TMEM255A_ENSG00000125355,TMEM255A,ENSG00000125355
NDUFA1_ENSG00000125356,NDUFA1,ENSG00000125356
AMELX_ENSG00000125363,AMELX,ENSG00000125363
ATP5S_ENSG00000125375,ATP5S,ENSG00000125375
BMP4_ENSG00000125378,BMP4,ENSG00000125378
PTGER2_ENSG00000125384,PTGER2,ENSG00000125384
FAM193A_ENSG00000125386,FAM193A,ENSG00000125386
GRK4_ENSG00000125388,GRK4,ENSG00000125388
SOX9_ENSG00000125398,SOX9,ENSG00000125398
TEKT3_ENSG00000125409,TEKT3,ENSG00000125409
MYH2_ENSG00000125414,MYH2,ENSG00000125414
HS3ST3B1_ENSG00000125430,HS3ST3B1,ENSG00000125430
SLC25A35_ENSG00000125434,SLC25A35,ENSG00000125434
MRPS7_ENSG00000125445,MRPS7,ENSG00000125445
GGA3_ENSG00000125447,GGA3,ENSG00000125447
